bank,city,branch,swiftCode,country
PROMETHEUS CAPITAL FINANCE LIMTED,DUBAI,,PCFIAEA1,United Arab Emirates
PUNJAB NATIONAL BANK,DUBAI,,PUNBAEAD,United Arab Emirates
REDHA AL ANSARI EXCHANGE,DUBAI,,RAECAEAD,United Arab Emirates
REYL FINANCE (MEA) LTD,DUBAI,,REYLAEAD,United Arab Emirates
REYL FINANCE (MEA) LTD,DUBAI,,REYLAEADIFC,United Arab Emirates
ROYAL BANK OF CANADA,DUBAI,,ROYCAEA1,United Arab Emirates
SAMSUNG GULF ELECTRONICS FZE,DUBAI,,SECTAEA1,United Arab Emirates
SAMSUNG GULF ELECTRONICS FZE,DUBAI,SGE,SECTAEA1710,United Arab Emirates
SEDDIQI HOLDING (L.L.C),DUBAI,,SEHLAEAD,United Arab Emirates
SHARAF EXCHANGE LLC,DUBAI,,SHEXAEA1,United Arab Emirates
SHARJAH ISLAMIC BANK,SHARJAH,,NBSHAEAS,United Arab Emirates
SHARJAH ISLAMIC FINANCIAL SERVICES LLC,SHARJAH,,SIFEAEA1,United Arab Emirates
SHINHAN BANK CO LTD. DUBAI BRANCH,DUBAI,,SHBKAEAD,United Arab Emirates
SHUAA CAPITAL P.S.C.,DUBAI,,AGEIAEA1,United Arab Emirates
SHUAA CAPITAL PSC,DUBAI,,SHCPAEAD,United Arab Emirates
SICO FINANCIAL BROKERAGE L.L.C.,ABU DHABI,,SFBLAEA2,United Arab Emirates
SIRAJ FINANCE PJSC,ABU DHABI,,SRAJAEAA,United Arab Emirates
SOCIETE GENERALE DIFC BRANCH,DUBAI,,SOGEAEAD,United Arab Emirates
STANDARD CHARTERED BANK,DUBAI,,SCBLAEADABD,United Arab Emirates
STANDARD CHARTERED BANK,DUBAI,,SCBLAEAD,United Arab Emirates
STANDARD CHARTERED BANK,DUBAI,DUBAI INTERNATIONAL FINANCIAL CENTRE - OFFSHORE BANKING,SCBLAEADDIF,United Arab Emirates
STANDARD CHARTERED BANK,DUBAI,WEALTH,SCBLAEADWMO,United Arab Emirates
STATE BANK OF INDIA,DUBAI,,SBINAEAD,United Arab Emirates
SUMITOMO MITSUI BANKING CORPORATION,DUBAI,,SMBCAEAD,United Arab Emirates
TABARAK INVESTMENT CAPITAL LIMITED,DUBAI,,TIBIAEAD,United Arab Emirates
TABRA AND AL NIBAL EXCHANGE,DUBAI,,TBRAAEA1,United Arab Emirates
THE SAUDI NATIONAL BANK (DIFC BRANCH),DUBAI,,SAMBAEAC,United Arab Emirates
THE SAUDI NATIONAL BANK (DUBAI BRANCH),DUBAI,,SAMBAEAD,United Arab Emirates
TRADE CAPITAL LLC,DUBAI,,TCTLAEAD,United Arab Emirates
TRANSFERWISE NUQUD LTD,ABU DHABI,,TRWIAEA2,United Arab Emirates
U S H GENERAL TRADING CO. L.L.C,DUBAI,,USHLAEA2,United Arab Emirates
U S H GENERAL TRADING CO. L.L.C,DUBAI,EMIRATES NBD,USHLAEA2NBD,United Arab Emirates
U.A.E. EXCHANGE CENTER LLC,ABU DHABI,,UAEXAEAA,United Arab Emirates
UAE BANKS FEDERATION,ABU DHABI,,EMIBAEA1,United Arab Emirates
UNATRAC HOLDING LIMITED,DUBAI,,UNTRAEAD,United Arab Emirates
UNION BANK OF INDIA DIFC BRANCH,DUBAI,,UBINAEAD,United Arab Emirates
UNITED ARAB BANK,SHARJAH,,UARBAEAA,United Arab Emirates
UNITED BANK LTD.,DUBAI,,UNILAEAD,United Arab Emirates
UNITED BANK LTD.,DUBAI,"UBL, CENTRAL PROCESSING UNIT	",UNILAEADCPU,United Arab Emirates
UNITED BANK LTD.,DUBAI,"UBL, TRADE FINANCE CENTRE	",UNILAEADTFC,United Arab Emirates
UNITED BANK LTD.,DUBAI,"UBL, TREASURY OPERATIONS DEPT.	",UNILAEADTRY,United Arab Emirates
UNITED INVESTMENT BANK LTD.,DUBAI,,UIBLAEA1,United Arab Emirates
UNIVERSAL EXCHANGE CENTER,DUBAI,,UECEAEAD,United Arab Emirates
VARRO TRADING LIMITED,DUBAI,,MPTDAEA1,United Arab Emirates
WALL STREET EXCHANGE CENTRE LLC,DUBAI,,WSEEAEAD,United Arab Emirates
WEBBEDS,DUBAI,,WEBLAEAD,United Arab Emirates
WIO BANK P.J.S.C.,ABU DHABI,,WIOBAEAD,United Arab Emirates
WOORI BANK DUBAI BRANCH,DUBAI,,HVBKAEAD,United Arab Emirates
WORLD INVESTMENTS PSC,DUBAI,,WIVPAEAA,United Arab Emirates
WORLDWIDE CASH EXPRESS LIMITED,ABU DHABI,,WWCEAEAA,United Arab Emirates
XPRESS MONEY SERVICES LIMITED,ABU DHABI,,EXMSAEAA,United Arab Emirates
ZAND BANK P.J.S.C.,DUBAI,,ZANDAEAA,United Arab Emirates
ZAND BANK P.J.S.C.,DUBAI,,ZANDAEAA008,United Arab Emirates
ZFP EQUITY TRADING (DUBAI) LIMITED,DUBAI,,ZETDAEA1,United Arab Emirates
